subdir: checkoutcart
Output, merged_trace_file_name: mergedtrace.slatelog


svc len(qwer): 10, ['shippingservice' 'emailservice' 'paymentservice' 'frontend'
 'recommendationservice' 'sslateingress' 'checkoutservice'
 'productcatalogservice' 'cartservice' 'currencyservice']

svc len(qwer): 10, ['paymentservice' 'productcatalogservice' 'checkoutservice'
 'shippingservice' 'frontend' 'sslateingress' 'currencyservice'
 'cartservice' 'emailservice' 'recommendationservice']

path len(asdf): 9, [
'/hipstershop.ShippingService/ShipOrder'
 '/hipstershop.EmailService/SendOrderConfirmation'
 '/hipstershop.PaymentService/Charge' 
 '/cart/checkout'
 '/hipstershop.RecommendationService/ListRecommendations'
 '/hipstershop.CheckoutService/PlaceOrder'
 '/hipstershop.ProductCatalogService/ListProducts'
 '/hipstershop.CartService/GetCart'
 '/hipstershop.CurrencyService/GetSupportedCurrencies']

path len(asdf): 9, [
'/hipstershop.PaymentService/Charge' #
 '/hipstershop.ProductCatalogService/ListProducts'
 '/hipstershop.CheckoutService/PlaceOrder' #
 '/hipstershop.ShippingService/ShipOrder'  #
 '/cart/checkout' #
 '/cart/checkout' ##
 '/hipstershop.CurrencyService/Convert' 
 '/hipstershop.CartService/GetCart' #
 '/hipstershop.EmailService/SendOrderConfirmation' #
 '/hipstershop.RecommendationService/ListRecommendations' #
 ]
 


                                                        path  \
983                                           /cart/checkout   
990                                           /cart/checkout   
993                   /hipstershop.ShippingService/ShipOrder   
1010  /hipstershop.RecommendationService/ListRecommendations   
1024                 /hipstershop.CheckoutService/PlaceOrder   
1032         /hipstershop.EmailService/SendOrderConfirmation   
1042                        /hipstershop.CartService/GetCart   
1057                      /hipstershop.PaymentService/Charge  

service_list: ['currencyservice', 'emailservice', 'shippingservice', 'recommendationservice', 'paymentservice', 'frontend', 'sslateingress', 'checkoutservice', 'cartservice']
len(service_list): 9
path_list: ['/hipstershop.CurrencyService/GetSupportedCurrencies', '/hipstershop.EmailService/SendOrderConfirmation', '/hipstershop.ShippingService/ShipOrder', '/hipstershop.RecommendationService/ListRecommendations', '/hipstershop.PaymentService/Charge', '/cart/checkout', '/hipstershop.CheckoutService/PlaceOrder', '/hipstershop.CartService/GetCart']
len(path_list): 8
len(df): 3060
after negative rt filter, len(df): 3058
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip inflight_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
Skip rps_dict, currencyservice@POST@/hipstershop.CurrencyService/Convert endpoint, currencyservice, POST, /hipstershop.CurrencyService/GetSupportedCurrencies row
